Cod Unidade;Código da Unidade de Ensino - SISTEC;Classe;Código Municipio com DV;Instituição;Jornada de Trabalho;Município;Número de registros;Região;RSC;Titulação;Unidade de Lotação;Vinculo Carreira;Vinculo Contrato;Vinculo Professor
489;3571;D;2312908;IFCE;40h;Sobral;1;;Não Possui;Mestrado;Campus Sobral;Ebtt;Substituto/Temporario;Sim
381;14548;D;2706703;IFAL;40h;Penedo;1;;Não Possui;Graduação;Campus Penedo;Ebtt;Substituto/Temporario;Sim
109;32006;D;2700706;IFAL;40h;Batalha;1;;Não Possui;Especialização;Campus Batalha;Pcctae;Efetivo;Não
327;13783;D;1302900;IFAM;40h;Maus;1;;Não Possui;Graduação;Campus Maués;Pcctae;Efetivo;Não
194;32010;C;2702306;IFAL;40h;Coruripe;1;;Não Possui;Graduação;Campus Coruripe;Pcctae;Efetivo;Não
381;14548;C;2706703;IFAL;40h;Penedo;1;;Não Possui;Graduação;Campus Penedo;Pcctae;Efetivo;Não
81;14552;D;2708006;IFAL;40h;Santana do Ipanema;1;;Não Possui;Graduação;Campus Santana do Ipanema;Ebtt;Substituto/Temporario;Sim
29;14547;D;2700300;IFAL;40h;Arapiraca;1;;Não Possui;Graduação;Campus Arapiraca;Ebtt;Substituto/Temporario;Sim
599;;D;2704302;IFAL;40h;Macei;1;;Não Possui;Especialização;Reitoria do Instituto Federal de Alagoas;Pcctae;Efetivo;Não
323;14549;D;2704500;IFAL;40h;Maragogi;1;;Não Possui;Educação Básica;Campus Maragogi;Pcctae;Efetivo;Não
110;14190;E;2302107;IFCE;40h;Baturit;1;;Não Possui;Mestrado;Campus Baturité;Pcctae;Efetivo;Não
81;14552;D;2708006;IFAL;40h;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Substituto/Temporario;Sim
688;32002;D;2709400;IFAL;40h;Viosa;1;;Não Possui;Educação Básica;Campus Viçosa;Pcctae;Efetivo;Não
381;14548;D;2706703;IFAL;40h;Penedo;1;;Não Possui;Graduação;Campus Penedo;Pcctae;Efetivo;Não
515;32491;D;1302504;IFAM;DE;Manacapuru;1;;Não Possui;Doutorado;Campus Avançado Manacapuru;Ebtt;Efetivo;Sim
436;2947;E;2927903;IF BAIANO;40h;Santa Ins;1;;Não Possui;Especialização;Campus Santa Inês;Pcctae;Efetivo;Não
521;2951;D;2932705;IF BAIANO;20h;Uruuca;1;;Não Possui;Especialização;Campus Uruçuca;Ebtt;Substituto/Temporario;Sim
458;2983;D;1303809;IFAM;DE;So Gabriel da Cachoeira;1;;Não Possui;Especialização;Campus São Gabriel da Cachoeira;Ebtt;Efetivo;Sim
367;13792;C;1303403;IFAM;40h;Parintins;1;;Não Possui;Educação Básica;Campus Parintins;Pcctae;Efetivo;Não
525;2952;D;2932903;IF BAIANO;40h;Valena;1;;Não Possui;Mestrado;Campus Valença;Ebtt;Substituto/Temporario;Sim
541;44279;D;2933604;IF BAIANO;40h;Xique-Xique;1;;Não Possui;Graduação;Campus Xique-Xique;Ebtt;Substituto/Temporario;Sim
482;2949;D;2930105;IF BAIANO;40h;Senhor do Bonfim;1;;Não Possui;Mestrado;Campus Senhor do Bonfim;Ebtt;Substituto/Temporario;Sim
525;2952;D;2932903;IF BAIANO;40h;Valena;1;;Não Possui;Graduação;Campus Valença;Ebtt;Substituto/Temporario;Sim
391;14550;D;2707107;IFAL;40h;Piranhas;1;;Não Possui;Graduação;Campus Piranhas;Pcctae;Efetivo;Não
391;14550;D;2707107;IFAL;40h;Piranhas;1;;Não Possui;Graduação;Campus Piranhas;Pcctae;Efetivo;Não
211;32456;D;1301407;IFAM;DE;Eirunep;1;;Não Possui;Especialização;Campus Eirunepé;Ebtt;Efetivo;Sim
211;32456;D;1301407;IFAM;DE;Eirunep;1;;Não Possui;Mestrado;Campus Eirunepé;Ebtt;Efetivo;Sim
252;2990;D;2305506;IFCE;40h;Iguatu;1;;Não Possui;Mestrado;Campus Iguatu;Ebtt;Substituto/Temporario;Sim
493;13796;D;1304062;IFAM;DE;Tabatinga;1;;Não Possui;Especialização;Campus Tabatinga;Ebtt;Efetivo;Sim
177;2897;D;1301209;IFAM;DE;Coari;1;;Não Possui;Mestrado;Campus Coari;Ebtt;Efetivo;Sim
493;13796;D;1304062;IFAM;DE;Tabatinga;1;;Não Possui;Graduação;Campus Tabatinga;Ebtt;Efetivo;Sim
541;44279;D;2933604;IF BAIANO;40h;Xique-Xique;1;;Não Possui;Mestrado;Campus Xique-Xique;Ebtt;Substituto/Temporario;Sim
411;13795;D;1303536;IFAM;DE;Presidente Figueiredo;1;;Não Possui;Doutorado;Campus Presidente Figueiredo;Ebtt;Efetivo;Sim
196;14225;D;2304103;IFCE;40h;Crates;1;;Não Possui;Doutorado;Campus Crateús;Ebtt;Substituto/Temporario;Sim
169;2985;D;2303808;IFCE;40h;Cedro;1;;Não Possui;Mestrado;Campus Cedro;Ebtt;Substituto/Temporario;Sim
521;2951;D;2932705;IF BAIANO;20h;Uruuca;1;;Não Possui;Especialização;Campus Uruçuca;Ebtt;Substituto/Temporario;Sim
315;2902;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Graduação;Campus Manaus Zona Leste;Ebtt;Substituto/Temporario;Sim
109;32006;D;2700706;IFAL;40h;Batalha;1;;Não Possui;Graduação;Campus Batalha;Ebtt;Substituto/Temporario;Sim
252;2990;D;2305506;IFCE;40h;Iguatu;1;;Não Possui;Mestrado;Campus Iguatu;Ebtt;Substituto/Temporario;Sim
541;44279;D;2933604;IF BAIANO;40h;Xique-Xique;1;;Não Possui;Especialização;Campus Xique-Xique;Ebtt;Substituto/Temporario;Sim
315;2902;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Mestrado;Campus Manaus Zona Leste;Ebtt;Substituto/Temporario;Sim
512;20438;D;2313609;IFCE;40h;Ubajara;1;;Não Possui;Especialização;Campus Ubajara;Ebtt;Substituto/Temporario;Sim
313;2854;D;2704302;IFAL;40h;Macei;1;;Não Possui;Graduação;Campus Maceió;Ebtt;Substituto/Temporario;Sim
541;44279;D;2933604;IF BAIANO;40h;Xique-Xique;1;;Não Possui;Mestrado;Campus Xique-Xique;Ebtt;Substituto/Temporario;Sim
263;44280;D;2914703;IF BAIANO;20h;Itaberaba;1;;Não Possui;Mestrado;Campus Itaberaba;Ebtt;Substituto/Temporario;Sim
177;2897;D;1301209;IFAM;40h;Coari;1;;Não Possui;Graduação;Campus Coari;Ebtt;Substituto/Temporario;Sim
177;2897;D;1301209;IFAM;40h;Coari;1;;Não Possui;Graduação;Campus Coari;Ebtt;Substituto/Temporario;Sim
458;2983;D;1303809;IFAM;40h;So Gabriel da Cachoeira;1;;Não Possui;Graduação;Campus São Gabriel da Cachoeira;Ebtt;Substituto/Temporario;Sim
316;2889;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Mestrado;Campus Manaus Centro;Ebtt;Substituto/Temporario;Sim
458;2983;D;1303809;IFAM;40h;So Gabriel da Cachoeira;1;;Não Possui;Graduação;Campus São Gabriel da Cachoeira;Ebtt;Substituto/Temporario;Sim
316;2889;E;1302603;IFAM;40h;Manaus;1;;Não Possui;Especialização;Campus Manaus Centro;Pcctae;Efetivo;Não
252;2990;D;2305506;IFCE;40h;Iguatu;1;;Não Possui;Graduação;Campus Iguatu;Ebtt;Substituto/Temporario;Sim
415;3007;D;2311306;IFCE;40h;Quixad;1;;Não Possui;Doutorado;Campus Quixadá;Ebtt;Substituto/Temporario;Sim
313;2854;D;2704302;IFAL;40h;Macei;1;;Não Possui;Especialização;Campus Maceió;Ebtt;Substituto/Temporario;Sim
313;2854;D;2704302;IFAL;40h;Macei;1;;Não Possui;Mestrado;Campus Maceió;Ebtt;Substituto/Temporario;Sim
359;2943;D;3303609;IFRJ;40h;Paracambi;1;;Não Possui;Mestrado;Campus Paracambi;Ebtt;Substituto/Temporario;Sim
325;2870;D;2704708;IFAL;40h;Marechal Deodoro;1;;Não Possui;Graduação;Campus Marechal Deodoro;Pcctae;Efetivo;Não
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Mestrado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Mestrado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
323;14549;D;2704500;IFAL;40h;Maragogi;1;;Não Possui;Educação Básica;Campus Maragogi;Pcctae;Efetivo;Não
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Especialização;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
316;2889;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Mestrado;Campus Manaus Centro;Ebtt;Efetivo;Sim
411;13795;D;1303536;IFAM;40h;Presidente Figueiredo;1;;Não Possui;Mestrado;Campus Presidente Figueiredo;Ebtt;Substituto/Temporario;Sim
177;2897;D;1301209;IFAM;40h;Coari;1;;Não Possui;Graduação;Campus Coari;Ebtt;Substituto/Temporario;Sim
177;2897;D;1301209;IFAM;40h;Coari;1;;Não Possui;Graduação;Campus Coari;Ebtt;Substituto/Temporario;Sim
498;2950;D;2931350;IF BAIANO;20h;Teixeira de Freitas;1;;Não Possui;Doutorado;Campus Teixeira de Freitas;Ebtt;Substituto/Temporario;Sim
4;14223;D;2300200;IFCE;40h;Acara;1;;Não Possui;Mestrado;Campus Acaraú;Ebtt;Substituto/Temporario;Sim
169;2985;D;2303808;IFCE;40h;Cedro;1;;Não Possui;Mestrado;Campus Cedro;Ebtt;Substituto/Temporario;Sim
391;14550;D;2707107;IFAL;DE;Piranhas;1;;Não Possui;Especialização;Campus Piranhas;Ebtt;Efetivo;Sim
316;2889;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Mestrado;Campus Manaus Centro;Ebtt;Substituto/Temporario;Sim
109;32006;D;2700706;IFAL;DE;Batalha;1;;Não Possui;Mestrado;Campus Batalha;Ebtt;Efetivo;Sim
391;14550;D;2707107;IFAL;DE;Piranhas;1;;Não Possui;Doutorado;Campus Piranhas;Ebtt;Efetivo;Sim
211;32456;D;1301407;IFAM;40h;Eirunep;1;;Não Possui;Mestrado;Campus Eirunepé;Ebtt;Substituto/Temporario;Sim
325;2870;D;2704708;IFAL;DE;Marechal Deodoro;1;;Não Possui;Doutorado;Campus Marechal Deodoro;Ebtt;Efetivo;Sim
601;;-9;2927408;IF BAIANO;40h;Salvador;1;;Não Possui;Graduação;Reitoria do Instituto Federal Baiano;Pcctae;Substituto/Temporario;Não
601;;-9;2927408;IF BAIANO;40h;Salvador;1;;Não Possui;Graduação;Reitoria do Instituto Federal Baiano;Pcctae;Substituto/Temporario;Não
601;;-9;2927408;IF BAIANO;40h;Salvador;1;;Não Possui;Graduação;Reitoria do Instituto Federal Baiano;Pcctae;Substituto/Temporario;Não
436;2947;D;2927903;IF BAIANO;DE;Santa Ins;1;;Não Possui;Doutorado;Campus Santa Inês;Ebtt;Efetivo;Sim
239;2945;D;2911709;IF BAIANO;DE;Guanambi;1;;Não Possui;Doutorado;Campus Guanambi;Ebtt;Efetivo;Sim
458;2983;D;1303809;IFAM;DE;So Gabriel da Cachoeira;1;;RSC III;Mestrado;Campus São Gabriel da Cachoeira;Ebtt;Efetivo;Sim
316;2889;D;1302603;IFAM;40h;Manaus;1;;Não Possui;Mestrado;Campus Manaus Centro;Ebtt;Substituto/Temporario;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Mestrado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
891;43368;D;1301852;IFAM;40h;Iranduba;1;;Não Possui;Graduação;Campus Avançado Iranduba;Ebtt;Substituto/Temporario;Sim
177;2897;D;1301209;IFAM;40h;Coari;1;;Não Possui;Doutorado;Campus Coari;Pcctae;Efetivo;Não
458;2983;D;1303809;IFAM;40h;So Gabriel da Cachoeira;1;;Não Possui;Mestrado;Campus São Gabriel da Cachoeira;Pcctae;Efetivo;Não
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
66;14551;D;2705507;IFAL;40h;Murici;1;;Não Possui;Especialização;Campus Murici;Pcctae;Efetivo;Não
316;2889;E;1302603;IFAM;20h;Manaus;1;;Não Possui;Doutorado;Campus Manaus Centro;Pcctae;Efetivo;Não
327;13783;D;1302900;IFAM;40h;Maus;1;;Não Possui;Educação Básica;Campus Maués;Pcctae;Efetivo;Não
323;14549;D;2704500;IFAL;DE;Maragogi;1;;Não Possui;Doutorado;Campus Maragogi;Ebtt;Efetivo;Sim
109;32006;D;2700706;IFAL;DE;Batalha;1;;Não Possui;Mestrado;Campus Batalha;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
109;32006;D;2700706;IFAL;DE;Batalha;1;;Não Possui;Mestrado;Campus Batalha;Ebtt;Efetivo;Sim
29;14547;D;2700300;IFAL;DE;Arapiraca;1;;Não Possui;Doutorado;Campus Arapiraca;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
780;44156;D;2303709;IFCE;40h;Caucaia;1;;Não Possui;Mestrado;Campus Avançado Pecém;Ebtt;Substituto/Temporario;Sim
313;2854;D;2704302;IFAL;40h;Macei;1;;Não Possui;Graduação;Campus Maceió;Ebtt;Substituto/Temporario;Sim
313;2854;D;2704302;IFAL;40h;Macei;1;;Não Possui;Doutorado;Campus Maceió;Ebtt;Substituto/Temporario;Sim
275;31995;D;2306405;IFCE;40h;Itapipoca;1;;Não Possui;Mestrado;Campus Itapipoca;Ebtt;Substituto/Temporario;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Mestrado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
109;32006;D;2700706;IFAL;DE;Batalha;1;;Não Possui;Doutorado;Campus Batalha;Ebtt;Efetivo;Sim
391;14550;D;2707107;IFAL;DE;Piranhas;1;;Não Possui;Especialização;Campus Piranhas;Ebtt;Efetivo;Sim
391;14550;D;2707107;IFAL;DE;Piranhas;1;;Não Possui;Doutorado;Campus Piranhas;Ebtt;Efetivo;Sim
598;;D;1200401;IFAC;40h;Rio Branco;1;;Não Possui;Especialização;Reitoria do Instituto Federal do Acre;Pcctae;Efetivo;Não
391;14550;D;2707107;IFAL;DE;Piranhas;1;;Não Possui;Doutorado;Campus Piranhas;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
323;14549;D;2704500;IFAL;DE;Maragogi;1;;Não Possui;Especialização;Campus Maragogi;Ebtt;Efetivo;Sim
357;2864;D;2706307;IFAL;40h;Palmeira dos êndios;1;;Não Possui;Mestrado;Campus Palmeira dos Índios;Ebtt;Substituto/Temporario;Sim
81;14552;D;2708006;IFAL;40h;Santana do Ipanema;1;;Não Possui;Mestrado;Campus Santana do Ipanema;Ebtt;Substituto/Temporario;Sim
194;32010;D;2702306;IFAL;40h;Coruripe;1;;Não Possui;Graduação;Campus Coruripe;Ebtt;Substituto/Temporario;Sim
66;14551;D;2705507;IFAL;40h;Murici;1;;Não Possui;Graduação;Campus Murici;Pcctae;Efetivo;Não
381;14548;D;2706703;IFAL;DE;Penedo;1;;Não Possui;Doutorado;Campus Penedo;Ebtt;Efetivo;Sim
599;;E;2704302;IFAL;40h;Macei;1;;Não Possui;Graduação;Reitoria do Instituto Federal de Alagoas;Pcctae;Efetivo;Não
381;14548;D;2706703;IFAL;DE;Penedo;1;;Não Possui;Doutorado;Campus Penedo;Ebtt;Efetivo;Sim
458;2983;D;1303809;IFAM;40h;So Gabriel da Cachoeira;1;;Não Possui;Educação Básica;Campus São Gabriel da Cachoeira;Pcctae;Efetivo;Não
458;2983;C;1303809;IFAM;40h;So Gabriel da Cachoeira;1;;Não Possui;Educação Básica;Campus São Gabriel da Cachoeira;Pcctae;Efetivo;Não
211;32456;E;1301407;IFAM;40h;Eirunep;1;;Não Possui;Especialização;Campus Eirunepé;Pcctae;Efetivo;Não
357;2864;D;2706307;IFAL;DE;Palmeira dos êndios;1;;Não Possui;Doutorado;Campus Palmeira dos Índios;Ebtt;Efetivo;Sim
357;2864;D;2706307;IFAL;DE;Palmeira dos êndios;1;;Não Possui;Doutorado;Campus Palmeira dos Índios;Ebtt;Efetivo;Sim
411;13795;D;1303536;IFAM;40h;Presidente Figueiredo;1;;Não Possui;Especialização;Campus Presidente Figueiredo;Pcctae;Efetivo;Não
411;13795;D;1303536;IFAM;40h;Presidente Figueiredo;1;;Não Possui;Especialização;Campus Presidente Figueiredo;Pcctae;Efetivo;Não
497;32454;E;1304203;IFAM;40h;Tef;1;;Não Possui;Graduação;Campus Tefé;Pcctae;Efetivo;Não
411;13795;D;1303536;IFAM;40h;Presidente Figueiredo;1;;Não Possui;Especialização;Campus Presidente Figueiredo;Pcctae;Efetivo;Não
265;32455;D;1301902;IFAM;40h;Itacoatiara;1;;Não Possui;Especialização;Campus Itacoatiara;Pcctae;Efetivo;Não
411;13795;E;1303536;IFAM;40h;Presidente Figueiredo;1;;Não Possui;Graduação;Campus Presidente Figueiredo;Pcctae;Efetivo;Não
493;13796;D;1304062;IFAM;40h;Tabatinga;1;;Não Possui;Mestrado;Campus Tabatinga;Ebtt;Substituto/Temporario;Sim
265;32455;D;1301902;IFAM;40h;Itacoatiara;1;;Não Possui;Graduação;Campus Itacoatiara;Ebtt;Substituto/Temporario;Sim
271;2948;D;2916401;IF BAIANO;40h;Itapetinga;1;;Não Possui;Graduação;Campus Itapetinga;Ebtt;Substituto/Temporario;Sim
271;2948;D;2916401;IF BAIANO;40h;Itapetinga;1;;Não Possui;Graduação;Campus Itapetinga;Ebtt;Substituto/Temporario;Sim
271;2948;D;2916401;IF BAIANO;DE;Itapetinga;1;;Não Possui;Especialização;Campus Itapetinga;Ebtt;Efetivo;Sim
327;13783;D;1302900;IFAM;DE;Maus;1;;Não Possui;Mestrado;Campus Maués;Ebtt;Efetivo;Sim
81;14552;D;2708006;IFAL;DE;Santana do Ipanema;1;;Não Possui;Doutorado;Campus Santana do Ipanema;Ebtt;Efetivo;Sim
24;3519;D;3200607;IFES;40h;Aracruz;1;;Não Possui;Graduação;Campus Aracruz;Pcctae;Efetivo;Não
605;;-9;2111300;IFMA;40h;So Lus;1;;Não Possui;Graduação;Reitoria do Instituto Federal do Maranhão;Pcctae;Substituto/Temporario;Não
608;;-9;3136702;IF SUDESTE MG;40h;Juiz de Fora;1;;Não Possui;Graduação;Reitoria do Instituto Federal do Sudeste de Minas Gerais;Pcctae;Substituto/Temporario;Não
330;22587;D;3203502;IFES;40h;Montanha;1;;Não Possui;Graduação;Campus Montanha;Pcctae;Efetivo;Não
442;2898;D;3204609;IFES;40h;Santa Teresa;1;;Não Possui;Graduação;Campus Santa Teresa;Pcctae;Efetivo;Não
102;22588;D;3200904;IFES;DE;Barra de So Francisco;1;;Não Possui;Mestrado;Campus Barra de São Francisco;Ebtt;Efetivo;Sim
102;22588;D;3200904;IFES;40h;Barra de So Francisco;1;;Não Possui;Doutorado;Campus Barra de São Francisco;Pcctae;Efetivo;Não
713;32227;D;5206206;IF GOIANO;40h;Cristalina;1;;Não Possui;Especialização;Campus Cristalina;Pcctae;Efetivo;Não
536;2884;D;3205309;IFES;40h;Vitria;1;;Não Possui;Especialização;Campus Vitória;Pcctae;Efetivo;Não
189;2994;D;3118007;IFMG;40h;Congonhas;1;;Não Possui;Mestrado;Campus Congonhas;Ebtt;Substituto/Temporario;Sim
570;42112;D;3151503;IFMG;40h;Piumhi;1;;Não Possui;Doutorado;Campus Avançado Piumhi;Ebtt;Substituto/Temporario;Sim
249;14500;D;3202454;IFES;DE;Ibatiba;1;;Não Possui;Mestrado;Campus Ibatiba;Ebtt;Efetivo;Sim
189;2994;D;3118007;IFMG;40h;Congonhas;1;;Não Possui;Mestrado;Campus Congonhas;Ebtt;Substituto/Temporario;Sim
286;2912;D;3135209;IFNMG;40h;Januria;1;;Não Possui;Doutorado;Campus Januária;Ebtt;Substituto/Temporario;Sim
532;42070;D;2112803;IFMA;40h;Viana;1;;Não Possui;Graduação;Campus Viana;Pcctae;Efetivo;Não
206;42124;E;3121605;IFNMG;40h;Diamantina;1;;Não Possui;Graduação;Campus Diamantina;Pcctae;Efetivo;Não
133;2894;D;3201209;IFES;40h;Cachoeiro de Itapemirim;1;;Não Possui;Especialização;Campus Cachoeiro de Itapemirim;Ebtt;Substituto/Temporario;Sim
462;20096;D;2111102;IFMA;40h;So Joo dos Patos;1;;Não Possui;Mestrado;Campus São João dos Patos;Ebtt;Substituto/Temporario;Sim
236;32133;D;2104800;IFMA;DE;Graja;1;;Não Possui;Especialização;Campus Grajaú;Ebtt;Efetivo;Sim
534;20113;C;3205200;IFES;40h;Vila Velha;1;;Não Possui;Graduação;Campus Vila Velha;Pcctae;Efetivo;Não
179;2904;D;2103307;IFMA;40h;Cod;1;;Não Possui;Mestrado;Campus Codó;Ebtt;Substituto/Temporario;Sim
748;42123;D;3152105;IFMG;40h;Ponte Nova;1;;Não Possui;Mestrado;Campus Avançado Ponte Nova;Ebtt;Substituto/Temporario;Sim
75;14021;D;3152501;IFSULDEMINAS;40h;Pouso Alegre;1;;Não Possui;Mestrado;Campus Pouso Alegre;Ebtt;Substituto/Temporario;Sim
3;2910;D;2100055;IFMA;DE;Aailndia;1;;Não Possui;Mestrado;Campus Açailândia;Ebtt;Efetivo;Sim
179;2904;D;2103307;IFMA;40h;Cod;1;;Não Possui;Especialização;Campus Codó;Pcctae;Efetivo;Não
254;2905;D;2105302;IFMA;40h;Imperatriz;1;;Não Possui;Mestrado;Campus Imperatriz;Ebtt;Substituto/Temporario;Sim
437;2911;D;2109908;IFMA;DE;Santa Ins;1;;Não Possui;Especialização;Campus Santa Inês;Ebtt;Efetivo;Sim
158;2892;D;3201308;IFES;40h;Cariacica;1;;Não Possui;Graduação;Campus Cariacica;Ebtt;Substituto/Temporario;Sim
330;22587;D;3203502;IFES;40h;Montanha;1;;Não Possui;Graduação;Campus Montanha;Ebtt;Substituto/Temporario;Sim
98;20183;D;2101202;IFMA;40h;Bacabal;1;;Não Possui;Graduação;Campus Bacabal;Ebtt;Substituto/Temporario;Sim
35;20571;D;3204559;IFES;40h;Santa Maria de Jetib;1;;Não Possui;Especialização;Campus Centro Serrano;Ebtt;Substituto/Temporario;Sim
534;20113;D;3205200;IFES;40h;Vila Velha;1;;Não Possui;Mestrado;Campus Vila Velha;Ebtt;Substituto/Temporario;Sim
790;44473;D;3104205;IFMG;40h;Arcos;1;;Não Possui;Doutorado;Campus Avançado Arcos;Ebtt;Substituto/Temporario;Sim
269;42113;D;2105401;IFMA;40h;Itapecuru Mirim;1;;Não Possui;Graduação;Campus Itapecuru Mirim;Pcctae;Efetivo;Não
692;42117;D;2102804;IFMA;40h;Carolina;1;;Não Possui;Especialização;Campus Avançado Carolina;Pcctae;Efetivo;Não
128;2908;D;2102325;IFMA;40h;Buriticupu;1;;Não Possui;Especialização;Campus Buriticupu;Pcctae;Efetivo;Não
11;14170;D;3101706;IFNMG;40h;Almenara;1;;Não Possui;Graduação;Campus Almenara;Ebtt;Substituto/Temporario;Sim
25;13649;D;3103405;IFNMG;40h;Araua;1;;Não Possui;Mestrado;Campus Araçuaí;Ebtt;Substituto/Temporario;Sim
74;13839;D;3204203;IFES;40h;Pima;1;;Não Possui;Especialização;Campus Piúma;Ebtt;Substituto/Temporario;Sim
25;13649;D;3103405;IFNMG;40h;Araua;1;;Não Possui;Graduação;Campus Araçuaí;Ebtt;Substituto/Temporario;Sim
9;2891;D;3200201;IFES;40h;Alegre;1;;Não Possui;Mestrado;Campus Alegre;Ebtt;Substituto/Temporario;Sim
307;3521;D;3203205;IFES;40h;Linhares;1;;Não Possui;Especialização;Campus Linhares;Ebtt;Substituto/Temporario;Sim
74;13839;D;3204203;IFES;40h;Pima;1;;Não Possui;Graduação;Campus Piúma;Ebtt;Substituto/Temporario;Sim
330;22587;D;3203502;IFES;DE;Montanha;1;;Não Possui;Doutorado;Campus Montanha;Ebtt;Efetivo;Sim
536;2884;D;3205309;IFES;40h;Vitria;1;;Não Possui;Mestrado;Campus Vitória;Ebtt;Substituto/Temporario;Sim
102;22588;D;3200904;IFES;40h;Barra de So Francisco;1;;Não Possui;Educação Básica;Campus Barra de São Francisco;Pcctae;Efetivo;Não
75;14021;D;3152501;IFSULDEMINAS;40h;Pouso Alegre;1;;Não Possui;Doutorado;Campus Pouso Alegre;Ebtt;Substituto/Temporario;Sim
472;2907;D;2111607;IFMA;40h;So Raimundo das Mangabeiras;1;;Não Possui;Graduação;Campus São Raimundo das Mangabeiras;Ebtt;Substituto/Temporario;Sim
103;20106;D;2101608;IFMA;40h;Barra do Corda;1;;Não Possui;Graduação;Campus Barra do Corda;Ebtt;Substituto/Temporario;Sim
206;42124;D;3121605;IFNMG;40h;Diamantina;1;;Não Possui;Graduação;Campus Diamantina;Ebtt;Substituto/Temporario;Sim
704;32023;D;3169307;IFSULDEMINAS;40h;Trs Coraes;1;;Não Possui;Mestrado;Campus Avançado Três Corações;Ebtt;Substituto/Temporario;Sim
704;32023;D;3169307;IFSULDEMINAS;40h;Trs Coraes;1;;Não Possui;Doutorado;Campus Avançado Três Corações;Ebtt;Substituto/Temporario;Sim
35;20571;D;3204559;IFES;40h;Santa Maria de Jetib;1;;Não Possui;Mestrado;Campus Centro Serrano;Ebtt;Substituto/Temporario;Sim
35;20571;D;3204559;IFES;40h;Santa Maria de Jetib;1;;Não Possui;Especialização;Campus Centro Serrano;Ebtt;Substituto/Temporario;Sim
25;13649;D;3103405;IFNMG;40h;Araua;1;;Não Possui;Especialização;Campus Araçuaí;Pcctae;Efetivo;Não
392;14172;D;3151206;IFNMG;DE;Pirapora;1;;RSC III;Mestrado;Campus Pirapora;Ebtt;Efetivo;Sim
431;2913;D;3157005;IFNMG;DE;Salinas;1;;Não Possui;Doutorado;Campus Salinas;Ebtt;Efetivo;Sim
500;42071;D;3168606;IFNMG;40h;Tefilo Otoni;1;;Não Possui;Doutorado;Campus Teófilo Otoni;Pcctae;Efetivo;Não
11;14170;D;3101706;IFNMG;DE;Almenara;1;;Não Possui;Doutorado;Campus Almenara;Ebtt;Efetivo;Sim
102;22588;D;3200904;IFES;40h;Barra de So Francisco;1;;Não Possui;Especialização;Campus Barra de São Francisco;Ebtt;Substituto/Temporario;Sim
307;3521;D;3203205;IFES;40h;Linhares;1;;Não Possui;Mestrado;Campus Linhares;Ebtt;Substituto/Temporario;Sim
286;2912;D;3135209;IFNMG;DE;Januria;1;;Não Possui;Doutorado;Campus Januária;Ebtt;Efetivo;Sim
133;2894;D;3201209;IFES;40h;Cachoeiro de Itapemirim;1;;Não Possui;Especialização;Campus Cachoeiro de Itapemirim;Ebtt;Substituto/Temporario;Sim
33;13209;D;3104502;IFNMG;40h;Arinos;1;;Não Possui;Graduação;Campus Arinos;Pcctae;Efetivo;Não
33;13209;D;3104502;IFNMG;40h;Arinos;1;;Não Possui;Doutorado;Campus Arinos;Pcctae;Efetivo;Não
72;14022;D;3147907;IFSULDEMINAS;40h;Passos;1;;Não Possui;Mestrado;Campus Passos;Ebtt;Substituto/Temporario;Sim
500;42071;E;3168606;IFNMG;40h;Tefilo Otoni;1;;Não Possui;Mestrado;Campus Teófilo Otoni;Pcctae;Efetivo;Não
